source_ip,packet_size,protocol,true_label
192.168.8.202,1887,TCP,normal
192.168.2.94,1315,TCP,normal
192.168.5.243,0,TCP,normal
192.168.4.186,0,TCP,attack
192.168.8.154,540,TCP,normal
192.168.10.52,250,UDP,normal
192.168.8.29,0,TCP,attack
192.168.3.79,0,TCP,normal
192.168.1.244,1032,ICMP,attack
192.168.7.87,1,UDP,attack
192.168.10.99,1517,TCP,normal
192.168.6.114,0,TCP,attack
192.168.6.112,0,TCP,attack
192.168.10.36,4148,TCP,normal
192.168.5.84,965,TCP,normal
192.168.10.244,8612,TCP,normal
192.168.4.124,5928,TCP,attack
192.168.6.47,0,TCP,attack
192.168.7.249,121,UDP,normal
192.168.6.76,0,TCP,attack
192.168.8.249,520,ICMP,attack
192.168.10.202,150,UDP,normal
192.168.4.85,10406,TCP,normal
192.168.7.73,0,TCP,attack
192.168.7.95,0,TCP,attack
192.168.2.240,1583,TCP,normal
192.168.10.53,1646,TCP,normal
192.168.10.141,1457,TCP,normal
192.168.3.176,515,TCP,normal
192.168.9.8,0,TCP,attack
192.168.8.243,251,UDP,normal
192.168.4.114,908,TCP,normal
192.168.5.214,3682,TCP,attack
192.168.2.211,6932,TCP,normal
192.168.7.174,1720,TCP,normal
192.168.8.37,0,TCP,attack
192.168.5.63,5227,TCP,normal
192.168.5.170,597,TCP,normal
192.168.3.185,0,TCP,attack
192.168.7.204,0,TCP,attack
192.168.7.20,1866,TCP,normal
192.168.8.155,7410,TCP,normal
192.168.8.151,0,TCP,attack
192.168.7.138,181,UDP,normal
192.168.9.238,3523,TCP,normal
192.168.7.141,0,TCP,attack
192.168.1.204,178,UDP,normal
192.168.6.181,0,TCP,attack
192.168.9.154,147,UDP,normal
192.168.2.29,0,TCP,attack
192.168.4.170,0,TCP,attack
192.168.6.44,91,UDP,normal
192.168.10.13,0,TCP,attack
192.168.10.253,0,TCP,attack
192.168.7.249,0,TCP,attack
192.168.6.249,0,TCP,attack
192.168.7.29,0,TCP,attack
192.168.1.27,28,UDP,attack
192.168.5.58,183,UDP,normal
192.168.9.193,120,UDP,normal
192.168.9.144,0,TCP,attack
192.168.10.178,0,TCP,attack
192.168.10.58,1629,TCP,normal
192.168.8.97,2247,TCP,normal
192.168.7.120,30,ICMP,normal
192.168.10.178,1013,TCP,normal
192.168.9.40,0,TCP,attack
192.168.6.8,1454,TCP,normal
192.168.8.28,0,TCP,attack
192.168.5.108,33,UDP,normal
192.168.2.31,1533,TCP,normal
192.168.3.91,8,ICMP,attack
192.168.5.89,510,TCP,normal
192.168.8.202,1462,TCP,normal
192.168.4.135,1374,TCP,normal
192.168.8.91,250,UDP,normal
192.168.8.26,567,TCP,normal
192.168.8.186,0,TCP,attack
192.168.8.83,0,TCP,normal
192.168.2.78,425,TCP,normal
192.168.1.209,0,TCP,attack
192.168.2.7,0,TCP,attack
192.168.6.167,0,TCP,attack
192.168.2.175,0,TCP,attack
192.168.3.240,61298,TCP,normal
192.168.4.134,1375,TCP,normal
192.168.3.143,251,UDP,normal
192.168.3.86,4617,TCP,normal
192.168.9.111,1032,ICMP,attack
192.168.8.61,0,TCP,attack
192.168.7.163,1,TCP,attack
192.168.3.49,2194619,TCP,normal
192.168.7.103,998,TCP,normal
192.168.1.190,181,ICMP,normal
192.168.10.228,1944,TCP,normal
192.168.4.117,1794,TCP,normal
192.168.10.111,175,UDP,normal
192.168.7.3,1208,TCP,normal
192.168.4.54,0,TCP,normal
192.168.5.194,0,TCP,attack
192.168.2.149,1775,TCP,normal
192.168.2.206,2194619,TCP,normal
192.168.9.49,0,TCP,attack
192.168.6.85,607,TCP,normal
192.168.4.119,2540,TCP,normal
192.168.2.69,252,TCP,normal
192.168.8.137,8,ICMP,attack
192.168.6.154,8,ICMP,attack
192.168.7.158,11763,TCP,normal
192.168.7.152,0,TCP,normal
192.168.2.91,944,TCP,normal
192.168.6.218,9198,TCP,normal
192.168.8.160,0,TCP,attack
192.168.3.210,8,ICMP,attack
192.168.5.237,0,TCP,attack
192.168.10.153,12428,TCP,normal
192.168.2.174,0,TCP,attack
192.168.3.82,0,TCP,attack
192.168.2.63,1018,TCP,normal
192.168.5.31,2280318,TCP,normal
192.168.3.97,118,UDP,normal
192.168.3.132,954,TCP,normal
192.168.7.109,0,TCP,attack
192.168.10.37,2531,TCP,normal
192.168.10.100,5019,TCP,normal
192.168.7.49,1,TCP,attack
192.168.8.164,0,TCP,attack
192.168.9.179,25732,TCP,normal
192.168.3.144,0,TCP,attack
192.168.3.127,0,TCP,normal
192.168.5.37,38452,TCP,normal
192.168.3.82,0,TCP,attack
192.168.8.160,4389,TCP,normal
192.168.1.223,0,TCP,attack
192.168.6.245,641,TCP,normal
192.168.1.126,250,UDP,normal
192.168.3.51,0,TCP,attack
192.168.7.248,515,TCP,normal
192.168.9.131,0,TCP,attack
192.168.8.106,520,UDP,normal
192.168.8.108,1,UDP,attack
192.168.8.127,236,TCP,normal
192.168.3.23,6337,TCP,normal
192.168.10.9,10412,TCP,normal
192.168.4.76,0,TCP,attack
192.168.1.72,252,UDP,normal
192.168.4.139,0,TCP,attack
192.168.5.45,3704,TCP,attack
192.168.8.146,8,ICMP,attack
192.168.8.142,0,TCP,attack
192.168.9.30,738,TCP,normal
192.168.10.31,8,ICMP,attack
192.168.5.200,0,TCP,attack
192.168.9.212,0,TCP,attack
192.168.6.140,252,UDP,normal
192.168.1.196,0,TCP,attack
192.168.8.141,1216,TCP,normal
192.168.4.110,172,UDP,normal
192.168.2.190,0,TCP,attack
192.168.4.78,0,TCP,attack
192.168.1.117,251,UDP,normal
192.168.5.91,5736,TCP,normal
192.168.2.114,3250,TCP,normal
192.168.2.200,28,UDP,attack
192.168.4.55,603,TCP,normal
192.168.10.178,0,TCP,attack
192.168.6.222,1905,TCP,normal
192.168.10.163,0,TCP,attack
192.168.7.44,0,TCP,attack
192.168.10.37,1351,TCP,normal
192.168.4.210,0,TCP,normal
192.168.4.208,520,UDP,normal
192.168.1.147,2238,TCP,normal
192.168.6.138,0,TCP,attack
192.168.5.154,192,TCP,normal
192.168.9.45,0,TCP,attack
192.168.6.252,0,TCP,attack
192.168.5.76,8,ICMP,attack
192.168.10.70,1827,TCP,normal
192.168.9.254,0,TCP,attack
192.168.2.36,0,TCP,attack
192.168.7.237,1032,ICMP,attack
192.168.1.72,3527,TCP,normal
192.168.3.181,90,UDP,normal
192.168.3.65,0,TCP,attack
192.168.3.184,30,ICMP,normal
192.168.6.214,0,TCP,attack
192.168.4.196,4657,TCP,normal
192.168.7.127,0,TCP,attack
192.168.3.149,1756,TCP,normal
192.168.5.162,0,TCP,attack
192.168.7.98,1155,TCP,normal
192.168.8.21,0,TCP,attack
192.168.2.105,251,UDP,normal
192.168.9.193,0,TCP,attack
192.168.5.179,1459,TCP,normal
192.168.6.118,0,TCP,attack
192.168.8.85,8,ICMP,attack
192.168.10.2,7045,TCP,attack
192.168.2.189,1,TCP,attack
192.168.8.164,6268,TCP,normal
192.168.6.219,1032,ICMP,attack
192.168.2.205,0,TCP,normal
192.168.9.103,18,ICMP,attack
192.168.4.249,30,ICMP,normal
192.168.7.213,0,TCP,attack
192.168.4.128,0,TCP,attack
192.168.5.84,1705,TCP,normal
192.168.5.88,0,TCP,normal
192.168.9.149,8,ICMP,attack
192.168.3.146,0,TCP,attack
192.168.8.203,0,TCP,attack
192.168.6.230,0,TCP,attack
192.168.1.13,13346,TCP,normal
192.168.2.162,2317,TCP,normal
192.168.8.6,580,TCP,normal
192.168.2.239,2057,TCP,normal
192.168.3.114,0,TCP,attack
192.168.8.2,1,UDP,attack
192.168.7.53,0,TCP,attack
192.168.3.227,15949,TCP,normal
192.168.5.42,3353,TCP,normal
192.168.5.25,113,UDP,normal
192.168.6.66,915,TCP,normal
192.168.2.97,10496,TCP,normal
192.168.3.15,0,TCP,attack
192.168.7.162,1385,TCP,normal
192.168.5.187,146,UDP,normal
192.168.4.111,0,TCP,attack
192.168.2.182,586,TCP,normal
192.168.2.2,28,UDP,attack
192.168.4.124,0,TCP,normal
192.168.2.35,0,TCP,attack
192.168.10.59,0,TCP,attack
192.168.9.176,0,TCP,attack
192.168.8.4,147,UDP,normal
192.168.1.180,1179,TCP,normal
192.168.6.211,1389,TCP,normal
192.168.2.254,182,ICMP,normal
192.168.7.179,0,TCP,attack
192.168.3.124,46,TCP,normal
192.168.2.60,1239,TCP,normal
192.168.7.24,0,TCP,attack
192.168.2.28,2033,TCP,normal
192.168.6.96,1783,TCP,normal
192.168.5.37,37799,TCP,normal
192.168.7.200,0,TCP,attack
192.168.3.166,0,TCP,attack
192.168.3.19,0,TCP,attack
192.168.9.146,0,TCP,normal
192.168.1.158,609,TCP,normal
192.168.3.114,0,TCP,attack
192.168.6.186,0,TCP,attack
192.168.4.162,0,TCP,attack
192.168.3.237,0,TCP,attack
192.168.7.159,29264,TCP,normal
192.168.8.222,763,TCP,normal
192.168.4.24,0,TCP,normal
192.168.2.37,0,TCP,attack
192.168.2.152,0,TCP,normal
192.168.7.91,0,TCP,attack
192.168.7.82,8,ICMP,attack
192.168.3.65,1614,TCP,normal
192.168.5.167,62854,TCP,attack
192.168.2.65,0,TCP,attack
192.168.9.155,30,ICMP,normal
192.168.10.186,0,TCP,attack
192.168.10.74,0,TCP,normal
192.168.1.219,1,TCP,attack
192.168.5.54,1032,ICMP,attack
192.168.9.157,567,TCP,normal
192.168.9.50,0,TCP,attack
192.168.7.77,628,TCP,normal
192.168.1.202,115,UDP,normal
192.168.4.128,250,UDP,normal
192.168.7.30,14250,TCP,normal
192.168.4.129,2013,TCP,normal
192.168.10.20,62854,TCP,attack
192.168.9.229,0,TCP,attack
192.168.1.254,171,UDP,normal
192.168.6.241,0,TCP,attack
192.168.6.35,88382,TCP,normal
192.168.7.222,0,TCP,attack
192.168.10.109,641,TCP,normal
192.168.6.141,0,TCP,attack
192.168.3.197,1055,TCP,normal
192.168.8.246,0,TCP,attack
192.168.2.6,7098,TCP,normal
192.168.10.19,0,TCP,attack
192.168.1.69,84,UDP,normal
192.168.4.12,10092,TCP,normal
192.168.1.244,0,TCP,attack
192.168.7.131,0,TCP,normal
192.168.5.162,0,TCP,attack
192.168.9.198,0,TCP,attack
192.168.7.110,192,TCP,normal
192.168.7.23,0,TCP,attack
192.168.9.139,194,TCP,normal
192.168.10.41,383,TCP,normal
192.168.5.23,8,ICMP,attack
192.168.5.22,595,TCP,normal
192.168.9.237,12625,TCP,normal
192.168.4.251,12324,TCP,normal
192.168.3.139,51,TCP,normal
192.168.6.102,0,TCP,attack
192.168.10.164,0,TCP,attack
192.168.2.81,630,TCP,normal
192.168.7.188,8,ICMP,attack
192.168.4.16,0,TCP,attack
192.168.4.24,1289,TCP,normal
192.168.7.31,622,TCP,normal
192.168.8.158,0,TCP,attack
192.168.10.16,0,TCP,attack
192.168.5.172,3289,TCP,normal
192.168.3.32,0,TCP,attack
192.168.1.183,0,TCP,normal
192.168.3.181,0,TCP,normal
192.168.1.43,12072,TCP,normal
192.168.8.245,1032,ICMP,attack
192.168.6.135,2446,TCP,normal
192.168.9.202,26,TCP,normal
192.168.5.44,1460,TCP,normal
192.168.6.34,0,TCP,attack
192.168.5.189,782,TCP,normal
192.168.2.199,0,TCP,attack
192.168.1.87,75,UDP,attack
192.168.7.71,6267,TCP,normal
192.168.9.18,672,TCP,normal
192.168.5.184,184,UDP,normal
192.168.10.162,84,UDP,normal
192.168.2.129,0,TCP,attack
192.168.8.132,186,UDP,normal
192.168.6.16,933,TCP,normal
192.168.8.221,5696,TCP,attack
192.168.10.44,7940,TCP,normal
192.168.6.42,1429,TCP,normal
192.168.5.199,0,TCP,attack
192.168.2.230,0,TCP,attack
192.168.10.174,215,UDP,attack
192.168.2.60,1227,TCP,normal
192.168.9.2,1108,TCP,normal
192.168.1.221,28,UDP,attack
192.168.1.64,8780,TCP,normal
192.168.1.122,1655,TCP,normal
192.168.6.100,88,UDP,normal
192.168.3.47,5975,TCP,normal
192.168.1.143,2541,TCP,normal
192.168.7.59,1068,TCP,normal
192.168.6.65,117,UDP,normal
192.168.7.236,0,TCP,attack
192.168.6.71,0,TCP,attack
192.168.2.148,1365,TCP,normal
192.168.6.32,0,TCP,attack
192.168.9.174,118,UDP,normal
192.168.1.47,2655,TCP,normal
192.168.4.207,11137,TCP,normal
192.168.9.253,0,TCP,attack
192.168.1.246,1492,TCP,normal
192.168.7.19,3533,TCP,normal
192.168.8.223,156,UDP,normal
192.168.5.200,12544,TCP,normal
192.168.5.85,0,TCP,attack
192.168.2.143,0,TCP,attack
192.168.8.4,2151,TCP,normal
192.168.6.53,0,TCP,attack
192.168.5.146,0,TCP,attack
192.168.5.191,0,TCP,attack
192.168.10.64,6140,TCP,normal
192.168.8.96,19668,TCP,normal
192.168.10.250,3396,TCP,normal
192.168.8.199,0,TCP,attack
192.168.4.189,250,UDP,normal
192.168.9.196,78,ICMP,normal
192.168.4.40,0,TCP,attack
192.168.1.240,0,TCP,normal
192.168.7.8,187,UDP,normal
192.168.4.140,0,TCP,attack
192.168.6.164,149,TCP,normal
192.168.1.245,8,ICMP,attack
192.168.6.2,1214,TCP,normal
192.168.7.219,2039,TCP,normal
192.168.5.28,2918,TCP,normal
192.168.4.137,2036,TCP,normal
192.168.4.109,17632,TCP,normal
192.168.8.248,114,UDP,normal
192.168.1.250,120,UDP,normal
192.168.3.184,8,ICMP,attack
192.168.5.25,0,TCP,attack
192.168.1.237,4177,TCP,normal
192.168.4.231,113,UDP,normal
192.168.9.107,197,TCP,normal
192.168.6.119,84,UDP,normal
192.168.2.150,145,UDP,normal
192.168.2.131,30205,TCP,normal
192.168.3.165,0,TCP,attack
192.168.7.21,0,TCP,attack
192.168.10.147,1499,TCP,normal
192.168.1.113,0,TCP,attack
192.168.3.62,0,TCP,attack
192.168.5.68,2721,TCP,normal
192.168.6.239,5541,TCP,normal
192.168.7.181,121,UDP,normal
192.168.6.83,1556,TCP,normal
192.168.8.71,1733,TCP,normal
192.168.4.21,0,TCP,attack
192.168.4.36,28,UDP,attack
192.168.10.29,0,TCP,attack
192.168.3.29,0,TCP,attack
192.168.3.117,605,TCP,normal
192.168.8.82,0,TCP,attack
192.168.7.32,7602,TCP,normal
192.168.9.93,0,TCP,normal
192.168.4.117,0,TCP,attack
192.168.5.120,2145,TCP,normal
192.168.5.220,0,TCP,attack
192.168.2.25,0,TCP,attack
192.168.3.208,0,TCP,attack
192.168.5.213,62854,TCP,attack
192.168.10.12,100943,TCP,normal
192.168.4.215,3487,TCP,normal
192.168.6.39,0,TCP,attack
192.168.2.184,171,UDP,normal
192.168.4.249,12141,TCP,normal
192.168.6.103,634,TCP,normal
192.168.9.14,11823,TCP,normal
192.168.5.68,753,TCP,normal
192.168.3.9,1030,TCP,normal
192.168.7.220,0,TCP,attack
192.168.8.144,0,TCP,attack
192.168.9.65,0,TCP,normal
192.168.2.120,29,UDP,normal
192.168.2.207,45,TCP,normal
192.168.3.33,0,TCP,attack
192.168.1.17,0,TCP,attack
192.168.4.35,0,TCP,normal
192.168.4.212,0,TCP,attack
192.168.7.97,321,TCP,normal
192.168.2.151,0,TCP,normal
192.168.10.68,0,TCP,attack
192.168.2.7,0,TCP,attack
192.168.2.52,0,TCP,normal
192.168.8.209,175,UDP,normal
192.168.3.25,0,TCP,attack
192.168.6.33,0,TCP,attack
192.168.1.243,231,TCP,normal
192.168.8.14,5190,TCP,normal
192.168.3.238,0,TCP,attack
192.168.10.112,0,TCP,attack
192.168.7.129,2812,TCP,normal
192.168.1.99,0,TCP,attack
192.168.7.46,0,TCP,attack
192.168.6.56,0,TCP,attack
192.168.3.72,0,TCP,attack
192.168.5.116,0,TCP,attack
192.168.3.10,1662,TCP,normal
192.168.10.160,0,TCP,attack
192.168.10.64,0,TCP,attack
192.168.5.129,0,TCP,attack
192.168.7.227,1651,TCP,normal
192.168.9.124,0,TCP,attack
192.168.1.24,709,TCP,normal
192.168.5.100,3423,TCP,normal
192.168.3.109,21555,TCP,normal
192.168.4.166,9419,TCP,normal
192.168.9.65,28,UDP,attack
192.168.9.205,24698,TCP,attack
192.168.1.99,2192,TCP,normal
192.168.6.124,0,TCP,attack
192.168.9.202,1904,TCP,normal
192.168.8.90,2690,TCP,normal
192.168.10.130,2198,TCP,normal
192.168.6.101,0,TCP,attack
192.168.5.48,1743,TCP,normal
192.168.1.83,965,TCP,normal
192.168.10.58,1,TCP,attack
192.168.1.231,15722,TCP,normal
192.168.5.16,252,UDP,normal
192.168.8.137,5930,TCP,normal
192.168.6.198,623,TCP,normal
192.168.10.61,0,TCP,attack
192.168.3.27,0,TCP,attack
192.168.4.170,0,TCP,attack
192.168.4.70,0,TCP,attack
192.168.9.210,8,ICMP,attack
192.168.1.197,18,ICMP,attack
192.168.4.149,6824,TCP,normal
192.168.7.92,1,TCP,attack
192.168.3.47,8,ICMP,attack
192.168.4.153,0,TCP,attack
192.168.6.208,2110,TCP,normal
192.168.6.235,0,TCP,attack
192.168.10.9,0,TCP,normal
192.168.6.244,0,TCP,attack
192.168.10.146,0,TCP,attack
192.168.3.146,0,TCP,attack
192.168.4.216,1547,TCP,normal
192.168.8.140,0,TCP,attack
192.168.5.46,14697,TCP,normal
192.168.8.11,580,TCP,normal
192.168.2.16,0,TCP,attack
192.168.4.156,1662,TCP,normal
192.168.4.7,0,TCP,attack
192.168.9.124,252,UDP,normal
192.168.1.86,1,UDP,attack
192.168.10.53,0,TCP,attack
192.168.3.89,607,TCP,normal
192.168.3.237,0,TCP,attack
192.168.6.17,23865,TCP,normal
192.168.1.39,5703,TCP,normal
192.168.10.182,25716,TCP,normal
192.168.3.200,0,TCP,attack
192.168.2.218,0,TCP,attack
192.168.9.222,88,UDP,normal
192.168.6.247,0,TCP,attack
192.168.2.97,34,UDP,normal
192.168.7.152,0,TCP,attack
192.168.2.88,0,TCP,attack
192.168.5.84,0,TCP,attack
192.168.3.251,168,TCP,normal
192.168.3.189,0,TCP,attack
192.168.7.204,8,ICMP,attack
192.168.8.168,130,UDP,normal
192.168.6.46,8,ICMP,attack
192.168.9.179,8,ICMP,attack
192.168.10.203,2766,TCP,normal
192.168.6.59,250,UDP,normal
192.168.10.210,6247,TCP,normal
192.168.3.98,0,TCP,attack
192.168.5.189,748,TCP,normal
192.168.5.34,0,TCP,attack
192.168.3.188,0,TCP,attack
192.168.1.244,30,ICMP,normal
192.168.10.102,964,TCP,normal
192.168.10.10,0,TCP,attack
192.168.3.156,0,TCP,attack
192.168.6.237,84,UDP,normal
192.168.10.58,0,TCP,attack
192.168.10.28,0,TCP,attack
192.168.8.38,0,TCP,attack
192.168.6.192,246,TCP,attack
192.168.2.62,15351,TCP,normal
192.168.6.253,1893,TCP,normal
192.168.6.44,95,TCP,normal
192.168.2.212,893,TCP,normal
192.168.6.116,693,TCP,normal
192.168.1.69,0,TCP,attack
192.168.4.65,86,UDP,normal
192.168.2.91,0,TCP,attack
192.168.5.203,0,TCP,attack
192.168.2.186,552,TCP,normal
192.168.1.14,2818,TCP,normal
192.168.7.114,8,ICMP,attack
192.168.7.250,16634,TCP,normal
192.168.3.228,14871,TCP,normal
192.168.7.128,1448,TCP,normal
192.168.7.91,0,TCP,normal
192.168.9.98,0,TCP,attack
192.168.2.214,723,TCP,normal
192.168.8.203,1163,TCP,normal
192.168.10.168,5680,TCP,normal
192.168.4.43,0,TCP,attack
192.168.8.20,0,TCP,attack
192.168.1.77,0,TCP,normal
192.168.1.83,1400,TCP,normal
192.168.5.245,1106,TCP,normal
192.168.2.20,1246,TCP,normal
192.168.6.45,0,TCP,attack
192.168.7.43,778,TCP,normal
192.168.2.142,6180,TCP,normal
192.168.2.88,185,UDP,normal
192.168.10.254,2207,TCP,normal
192.168.10.230,12965,TCP,normal
192.168.8.182,0,TCP,attack
192.168.1.112,178,UDP,normal
192.168.3.157,62854,TCP,attack
192.168.7.42,0,TCP,attack
192.168.1.27,0,TCP,attack
192.168.6.54,0,TCP,attack
192.168.4.106,22128,TCP,normal
192.168.9.186,2206,TCP,normal
192.168.9.69,0,TCP,attack
192.168.5.78,0,TCP,attack
192.168.4.26,0,TCP,attack
192.168.1.102,122,UDP,normal
192.168.10.142,3400,TCP,normal
192.168.8.41,0,TCP,attack
192.168.1.94,0,TCP,attack
192.168.1.111,28,UDP,attack
192.168.2.77,2725,TCP,normal
192.168.10.124,6818,TCP,normal
192.168.4.26,1243,TCP,normal
192.168.1.54,522,TCP,normal
192.168.3.165,1988,TCP,normal
192.168.5.252,0,TCP,attack
192.168.2.123,0,TCP,attack
192.168.2.80,115,UDP,normal
192.168.7.122,62854,TCP,attack
192.168.8.231,0,TCP,attack
192.168.5.25,0,TCP,attack
192.168.9.101,0,TCP,attack
192.168.3.96,1251,TCP,normal
192.168.7.96,0,TCP,attack
192.168.3.116,579,TCP,normal
192.168.1.69,0,TCP,attack
192.168.8.121,2935,TCP,normal
192.168.5.59,520,ICMP,attack
192.168.5.146,606,TCP,normal
192.168.1.40,0,TCP,attack
192.168.2.23,0,TCP,attack
192.168.6.208,0,TCP,attack
192.168.9.107,1597,TCP,normal
192.168.10.60,1805,TCP,normal
192.168.9.17,78,ICMP,normal
192.168.7.211,3785,TCP,normal
192.168.9.109,0,TCP,attack
192.168.9.177,0,TCP,attack
192.168.8.148,15,TCP,normal
192.168.4.123,4072,TCP,normal
192.168.5.22,334,TCP,attack
192.168.7.233,10261,TCP,normal
192.168.1.130,973,TCP,normal
192.168.10.232,0,TCP,attack
192.168.9.206,841,TCP,normal
192.168.10.175,0,TCP,attack
192.168.10.39,0,TCP,attack
192.168.2.245,934,TCP,normal
192.168.8.46,2049,TCP,normal
192.168.3.250,0,TCP,attack
192.168.4.208,860,TCP,normal
192.168.4.34,1032,ICMP,attack
192.168.1.110,433,TCP,normal
192.168.2.254,1201,TCP,normal
192.168.7.53,0,TCP,attack
192.168.3.215,0,TCP,attack
192.168.10.68,0,TCP,attack
192.168.6.235,0,TCP,attack
192.168.2.24,8744,TCP,normal
192.168.7.144,51,TCP,normal
192.168.7.143,251,UDP,normal
192.168.6.221,0,TCP,attack
192.168.5.135,0,TCP,attack
192.168.8.236,147,UDP,normal
192.168.1.203,0,TCP,attack
192.168.10.152,3945,TCP,normal
192.168.9.202,1094,TCP,normal
192.168.7.30,744,TCP,normal
192.168.7.40,3767,TCP,normal
192.168.3.147,115,UDP,normal
192.168.10.151,8,ICMP,attack
192.168.2.238,0,TCP,attack
192.168.2.146,1032,ICMP,attack
192.168.2.203,176,UDP,normal
192.168.5.224,16787,TCP,normal
192.168.9.227,181,UDP,normal
192.168.6.226,28,UDP,attack
192.168.7.69,0,TCP,attack
192.168.7.169,252,UDP,normal
192.168.8.148,0,TCP,normal
192.168.10.123,250,UDP,normal
192.168.1.46,88,UDP,normal
192.168.5.105,0,TCP,attack
192.168.3.160,1769,TCP,normal
192.168.10.176,2406,TCP,normal
192.168.7.11,0,TCP,attack
192.168.7.229,0,TCP,attack
192.168.6.178,174,UDP,normal
192.168.4.14,9215,TCP,normal
192.168.8.237,0,TCP,attack
192.168.5.231,8,ICMP,attack
192.168.6.7,169,UDP,normal
192.168.6.211,0,TCP,attack
192.168.5.81,2492,TCP,normal
192.168.5.217,1092,TCP,normal
192.168.8.221,252,UDP,normal
192.168.2.250,14776,TCP,normal
192.168.4.36,0,TCP,attack
192.168.5.251,3019,TCP,normal
192.168.8.200,127,UDP,normal
192.168.6.70,1667,TCP,normal
192.168.7.156,3290,TCP,normal
192.168.2.50,62854,TCP,attack
192.168.8.56,1,TCP,attack
192.168.7.191,0,TCP,attack
192.168.8.196,84,UDP,normal
192.168.9.224,1618,TCP,normal
192.168.6.212,133,TCP,attack
192.168.1.133,2512,TCP,normal
192.168.3.18,0,TCP,attack
192.168.5.183,0,TCP,attack
192.168.9.105,118,UDP,normal
192.168.3.201,0,TCP,attack
192.168.9.227,1239,TCP,normal
192.168.10.9,0,TCP,attack
192.168.3.51,0,TCP,attack
192.168.4.216,0,TCP,attack
192.168.1.65,0,TCP,attack
192.168.1.118,0,TCP,attack
192.168.1.237,0,TCP,attack
192.168.6.182,0,TCP,attack
192.168.4.72,9121,TCP,normal
192.168.6.212,7560,TCP,normal
192.168.8.131,0,TCP,attack
192.168.7.164,334,TCP,attack
192.168.2.176,691,TCP,normal
192.168.1.63,0,TCP,attack
192.168.6.127,0,TCP,attack
192.168.10.116,0,TCP,attack
192.168.3.247,554,TCP,normal
192.168.8.152,0,TCP,attack
192.168.9.91,0,TCP,attack
192.168.6.43,171,UDP,normal
192.168.5.193,0,TCP,attack
192.168.2.74,6465,TCP,normal
192.168.1.100,0,TCP,attack
192.168.1.43,1,TCP,attack
192.168.10.201,0,TCP,attack
192.168.4.221,1510,TCP,normal
192.168.4.167,8325,TCP,normal
192.168.4.175,0,TCP,attack
192.168.4.70,951,TCP,normal
192.168.7.133,0,TCP,attack
192.168.1.223,5133876,TCP,attack
192.168.1.123,0,TCP,attack
192.168.3.167,1981,TCP,normal
192.168.3.155,84,UDP,normal
192.168.1.59,381,TCP,normal
192.168.5.157,0,TCP,attack
192.168.5.184,304,TCP,attack
192.168.5.110,1343,TCP,normal
192.168.7.220,2483,TCP,normal
192.168.6.119,0,TCP,attack
192.168.5.57,0,TCP,attack
192.168.8.79,0,TCP,attack
192.168.9.213,28,UDP,attack
192.168.10.103,30,UDP,normal
192.168.10.28,0,TCP,attack
192.168.1.132,0,TCP,normal
192.168.6.145,0,TCP,attack
192.168.10.157,0,TCP,attack
192.168.5.78,0,TCP,attack
192.168.2.125,120,UDP,normal
192.168.2.88,58842,TCP,normal
192.168.5.165,21632,TCP,normal
192.168.6.222,640,TCP,normal
192.168.5.68,2750,TCP,normal
192.168.5.50,1860,TCP,normal
192.168.3.134,0,TCP,attack
192.168.4.232,116,UDP,normal
192.168.1.208,1689,TCP,normal
192.168.10.105,0,TCP,attack
192.168.6.176,0,TCP,attack
192.168.3.186,0,TCP,attack
192.168.1.169,57460,TCP,attack
192.168.8.77,1,TCP,attack
192.168.5.234,8,ICMP,attack
192.168.7.105,1032,ICMP,attack
192.168.7.190,43359,TCP,normal
192.168.1.151,0,TCP,attack
192.168.10.210,0,TCP,attack
192.168.4.89,752,TCP,normal
192.168.4.177,0,TCP,attack
192.168.9.165,0,TCP,attack
192.168.8.234,5051,TCP,normal
192.168.6.131,1749,TCP,normal
192.168.5.218,359,TCP,normal
192.168.3.217,147,UDP,normal
192.168.9.48,0,TCP,attack
192.168.5.26,1,UDP,attack
192.168.8.34,8,ICMP,attack
192.168.5.187,0,TCP,attack
192.168.9.197,237,TCP,normal
192.168.3.244,1241,TCP,normal
192.168.6.169,0,TCP,normal
192.168.2.58,14189,TCP,normal
192.168.6.59,0,TCP,attack
192.168.5.109,8,ICMP,attack
192.168.6.97,0,TCP,attack
192.168.5.151,0,TCP,normal
192.168.5.120,8,ICMP,attack
192.168.2.122,803,TCP,normal
192.168.1.223,1196,TCP,normal
192.168.10.150,2022,TCP,normal
192.168.10.20,177,UDP,normal
192.168.8.229,2705,TCP,normal
192.168.4.130,1938,TCP,normal
192.168.2.224,3458,TCP,normal
192.168.7.137,7915,TCP,normal
192.168.5.107,1032,ICMP,attack
192.168.1.224,0,TCP,attack
192.168.3.37,0,TCP,attack
192.168.4.89,0,TCP,attack
192.168.7.254,0,TCP,attack
192.168.10.230,2183,TCP,normal
192.168.8.38,1628,TCP,normal
192.168.6.222,0,TCP,attack
192.168.3.201,1515,TCP,normal
192.168.2.126,252,UDP,normal
192.168.6.163,0,TCP,normal
192.168.3.82,215,UDP,attack
192.168.1.3,1256,TCP,normal
192.168.8.72,0,TCP,attack
192.168.4.196,4923,TCP,normal
192.168.3.149,11463,TCP,normal
192.168.3.127,181,UDP,normal
